"TimeStampCount","TimeStampGPSTime","TimeStampSchedulerTime","TimeStampSystemTime","DHW_ClothesWasherColdFlow","DHW_ClothesWasherHotFlow","DHW_DailySolarfractionf","DHW_DailyTotalHotWaterLoad_QL","DHW_DeliveryTempCW","DHW_DeliveryTempDW","DHW_DeliveryTempKitchenSink","DHW_DeliveryTempMBASink","DHW_DeliveryTempShower","DHW_DeliveryTempTub","DHW_DiSHW_asherHotFlow","DHW_DrawVolumeCW","DHW_DrawVolumeDW","DHW_DrawVolumeKitchenSink","DHW_DrawVolumeMBASink","DHW_DrawVolumeShower","DHW_DrawVolumeTub","DHW_GlycolTempSHW_HX80galHXIn","DHW_GlycolTempSHW_HX80galHXOut","DHW_HeatPumpWaterHeaterEnergyTotal","DHW_HeatPumpWaterHeaterPowerTotal","DHW_HeatpumpwaterheaterenergyQAUX","DHW_HotWaterLoad_CW","DHW_HotWaterLoad_DW","DHW_HotWaterLoad_KitchenSink","DHW_HotWaterLoad_MBASink","DHW_HotWaterLoad_s_hower","DHW_HotWaterLoad_Tub","DHW_KitchenScalelb","DHW_MBAScalelb","DHW_MainsTempDHW","DHW_MainsTempDWCW","DHW_ManifoldColdFlow","DHW_ManifoldHotFlow","DHW_MixValveColdFlow","DHW_OverUnderdraw","DHW_RoomTempBasementHPWH","DHW_SHW_PumpsEnergywithStandby","DHW_SHW_PumpsPowerWithStandby","DHW_SolartankenergyQSOLAR","DHW_StatusSolenoidCold11MBATub","DHW_StatusSolenoidCold12MBAShower","DHW_StatusSolenoidCold4KitchenSink","DHW_StatusSolenoidHot3KitchenSink","DHW_StatusSolenoidHot8MBATub","DHW_StatusSolenoidHot9MBAShower","DHW_StatusDrainTankSolenoidKitchen","DHW_StatusDrainTankSolenoidMBA","DHW_TotalHotWaterLoad_","DHW_WaterTempBA2ShowerMixed","DHW_WaterTempBA2SHW_Cold","DHW_WaterTempBA2SHW_Hot","DHW_WaterTempBA2SinkCold","DHW_WaterTempBA2SinkHot","DHW_WaterTempBA2SinkMixed","DHW_WaterTempDiSHW_asher","DHW_WaterTempHPWHIn","DHW_WaterTempHPWHOut","DHW_WaterTempKSinkCold","DHW_WaterTempKSinkHot","DHW_WaterTempKSinkMix","DHW_WaterTempMBASHW_Cold","DHW_WaterTempMBASHW_Hot","DHW_WaterTempMBASHW_Mix","DHW_WaterTempMBASinkRMixed","DHW_WaterTempMBASinkRCold","DHW_WaterTempMBASinkRHot","DHW_WaterTempMBATubCold","DHW_WaterTempMBATubHot","DHW_WaterTempMBATubMix","DHW_WaterTempManifoldColdIn","DHW_WaterTempManifoldHotIn","DHW_WaterTempMixValveColdIn","DHW_WaterTempMixValveHotIn","DHW_WaterTempSHW_HX80galHXIn","DHW_WaterTempSHW_HX80galHXOut","DHW_WaterTempSolarPreheatTank80galIn","DHW_WaterTempSolarPreheatTank80galOut","DHW_WaterTempWasherCold","DHW_WaterTempWasherHot","ElecTotal_DHW_Energy","ElecTotal_DHW_Power"
178,"2015-02-01 07:57:50+00:00","2015-02-01 07:57:39.864745+00:00","2015-02-01 07:57:49.891792+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3377114747,10.3976427433,300.155865479,6.92,300.155865479,0,0,0,0,0,0,-0.643651318685,-8.47687473607,0,0,0,0,0,0,20.0052167699,9.856,3.36,0,0,0,0,0,0,0,0,0,0,19.7362351224,20.1460504412,20.1729345326,21.3657957159,21.4675168329,20.7452928766,22.1213512436,28.4997025618,40.8386710094,21.8572246103,21.9787344954,20.408448758,20.1065710416,20.0403357089,19.7799513497,20.6624436385,-65152.8270511,-65125.3612092,20.5888863913,20.5598925915,19.3966575589,20.9378193245,26.9723362454,20.4646488712,20.6125869616,20.2360422152,20.5576091174,21.4811027088,21.5677195686,21.9979387896,22.1060599862,310.011865479,13.74
179,"2015-02-01 07:58:50+00:00","2015-02-01 07:58:39.864743+00:00","2015-02-01 07:58:49.891857+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3623711979,10.4067082464,300.287865479,6.92,300.287865479,0,0,0,0,0,0,-0.659196472344,-8.46604587099,0,0,0,0,0,0,20.0239899518,9.912,3.36,0,0,0,0,0,0,0,0,0,0,19.7975201556,20.1858528378,20.1860201029,21.3863186183,21.535617457,20.7717368107,22.1676168518,28.8231148073,40.1966806356,21.860421967,22.0294412011,20.4492973301,20.1257550112,20.0858777403,19.8399393794,20.6935525953,-65160.8344077,-65136.7751183,20.6380078245,20.6221826642,19.4550284172,20.9662607613,26.9753142158,20.4648202792,20.6076045711,20.2538102491,20.5497622881,21.4937530289,21.5480958905,22.0602126162,22.1454725153,310.199865479,13.74
180,"2015-02-01 07:59:50+00:00","2015-02-01 07:59:39.864743+00:00","2015-02-01 07:59:49.891777+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3154050764,10.3827791365,300.419865479,6.92,300.419865479,0,0,0,0,0,0,-0.656063907325,-8.48789813163,0,0,0,0,0,0,20.0532430345,9.968,3.36,0,0,0,0,0,0,0,0,0,0,19.7692638431,20.1579527148,20.1641462671,21.3915003037,21.4931884865,20.7366835871,22.115899693,28.3504388603,39.5739977781,21.8377964252,21.9833918578,20.4205087451,20.1215535138,20.0568749766,19.8151651254,20.6890393279,-65155.4478177,-65129.8776765,20.5782709873,20.5846246428,19.4021395521,20.9374446479,26.8943394564,20.4086324345,20.5677753,20.1868956215,20.4874943267,21.4277189393,21.4828027122,22.0217149501,22.1025823484,310.387865479,13.74
181,"2015-02-01 08:00:50+00:00","2015-02-01 08:00:39.864744+00:00","2015-02-01 08:00:49.891800+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3284002812,10.4144586967,300.551865479,6.92,300.551865479,0,0,0,0,0,0,-0.659350666689,-8.48932468868,0,0,0,0,0,0,20.0290635823,10.024,3.36,0,0,0,0,0,0,0,0,0,0,19.7765559555,20.1439524671,20.1575581509,21.3711901956,21.4668837521,20.744989752,22.1177579015,28.4413118749,40.7816475879,21.7961792868,21.9528401106,20.3804847616,20.1192626342,20.0083740077,19.8215613748,20.6605891373,-65155.8151918,-65126.0224438,20.5871684961,20.5901715565,19.3964019036,20.9596864778,26.8227319581,20.428788863,20.5915426834,20.1965515873,20.5585060213,21.459722366,21.5546178239,21.9891650847,22.1024179043,310.575865479,13.74
182,"2015-02-01 08:01:49+00:00","2015-02-01 08:01:39.864743+00:00","2015-02-01 08:01:49.891805+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4037820211,10.3748957053,300.683865479,6.92,300.683865479,0,0,0,0,0,0,-0.640693236483,-8.47603177052,0,0,0,0,0,0,20.040287155,10.08,3.36,0,0,0,0,0,0,0,0,0,0,19.8162669127,20.1582947698,20.2105094299,21.3822391915,21.5110970856,20.7493549633,22.1208024856,28.54303887,39.3280890139,21.829433687,22.00222374,20.4253424893,20.1038450019,20.0755499806,19.818765263,20.6709779992,-65158.0940027,-65138.1679334,20.5996136831,20.6259280165,19.4263320352,20.9772197011,26.8527160747,20.4565822286,20.5549517066,20.2517162215,20.545642399,21.4999499631,21.5285647446,22.0270453367,22.1304353763,310.763865479,13.74
183,"2015-02-01 08:02:50+00:00","2015-02-01 08:02:39.864747+00:00","2015-02-01 08:02:49.891794+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3460708192,10.4099662378,300.815865479,6.92,300.815865479,0,0,0,0,0,0,-0.647116619199,-8.45178030027,0,0,0,0,0,0,20.0635194915,10.136,3.36,0,0,0,0,0,0,0,0,0,0,19.7522785188,20.151152343,20.1617379742,21.376295806,21.470344552,20.7036454343,22.1002865464,28.8636525534,39.8145545065,21.805800637,21.9599655694,20.4096804484,20.1076591166,20.0504482534,19.8096899833,20.6227674234,-65155.3008718,-65128.432197,20.5928048797,20.5786315779,19.4062950146,20.9697074062,26.7434261122,20.4553451956,20.5843579414,20.2600585598,20.5512458873,21.5077579126,21.5487760338,21.9900815041,22.1141046429,310.951865479,13.74
184,"2015-02-01 08:03:50+00:00","2015-02-01 08:03:39.864741+00:00","2015-02-01 08:03:49.891793+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3473316045,10.3736427713,300.947865479,6.92,300.947865479,0,0,0,0,0,0,-0.641577820926,-8.49632778704,0,0,0,0,0,0,20.0485672578,10.192,3.36,0,0,0,0,0,0,0,0,0,0,19.7763579534,20.1565043684,20.1960071606,21.4076603792,21.4867510153,20.7442734934,22.0922624365,28.5716773637,39.4696743868,21.8180957501,21.9307662515,20.3743282336,20.1364075584,20.0401170857,19.8221659222,20.6524847941,-65160.5342734,-65136.0344601,20.5999473153,20.6123877186,19.4375260367,20.971328109,26.7112503708,20.4302711174,20.5600644989,20.2227524877,20.5458361242,21.5065470909,21.5322459422,22.0062903687,22.1427636758,311.139865479,13.74
185,"2015-02-01 08:04:50+00:00","2015-02-01 08:04:39.864743+00:00","2015-02-01 08:04:49.891797+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3733965384,10.3479320413,301.079865479,6.92,301.079865479,0,0,0,0,0,0,-0.637536324841,-8.52317299742,0,0,0,0,0,0,20.0344519321,10.248,3.36,0,0,0,0,0,0,0,0,0,0,19.7717627065,20.1297110893,20.1434489751,21.3535092847,21.4783480585,20.7000668229,22.0370326683,28.2808524271,39.515736284,21.782033672,21.9559637424,20.411473634,20.0859168504,20.0522391645,19.7401108682,20.5835051768,-65148.6482293,-65130.791112,20.5480626368,20.5701812146,19.3870230727,20.8968694236,26.6651074927,20.4021058159,20.5261496398,20.2048681721,20.5112602236,21.5286732307,21.5018394302,22.0086709728,22.0777874066,311.327865479,13.74
186,"2015-02-01 08:05:50+00:00","2015-02-01 08:05:39.864745+00:00","2015-02-01 08:05:49.891803+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3823124484,10.3981742995,301.211865479,6.92,301.211865479,0,0,0,0,0,0,-0.641017853823,-8.53322374044,0,0,0,0,0,0,20.0404027713,10.304,3.36,0,0,0,0,0,0,0,0,0,0,19.772280239,20.0956626181,20.1724582865,21.3441880075,21.4822098652,20.6976657331,22.0366557663,29.143011397,39.6184036456,21.7468362723,21.9372853773,20.3920384382,20.0736759826,20.0390580714,19.7442176844,20.5659928448,-65149.3252108,-65133.0714157,20.552971022,20.5768335078,19.3818258467,20.9373449738,26.6217258183,20.4487266141,20.5617500038,20.2549596595,20.5502512301,21.7781380831,21.5268088609,22.0081049464,22.0752488997,311.515865479,13.74
187,"2015-02-01 08:06:49+00:00","2015-02-01 08:06:39.864743+00:00","2015-02-01 08:06:49.891857+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3291945264,10.3420484848,301.343865479,6.92,301.343865479,0,0,0,0,0,0,-0.632841534204,-8.5303057828,0,0,0,0,0,0,20.0221106844,10.36,3.36,0,0,0,0,0,0,0,0,0,0,19.7498758413,20.1251380218,20.15503389,21.3516347181,21.4796273975,20.6815796273,22.024483935,28.4179788214,40.0960622688,21.762939572,21.9172509479,20.3877914268,20.0958978418,20.0296166174,19.768442746,20.5564927903,-65150.6603154,-65131.2111789,20.5603429858,20.5733505049,19.401765497,20.9329200648,26.589907996,20.3994271231,20.4999137186,20.1525071135,20.4675968373,21.7624005623,21.4631994055,22.0005817962,22.1121339573,311.703865479,13.74
188,"2015-02-01 08:07:50+00:00","2015-02-01 08:07:39.864744+00:00","2015-02-01 08:07:49.891798+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3372139515,10.3850120531,301.475865479,6.92,301.475865479,0,0,0,0,0,0,-0.649064327607,-8.53088937431,0,0,0,0,0,0,20.0124485144,10.416,3.36,0,0,0,0,0,0,0,0,0,0,19.8218845241,20.1918220569,20.2024344515,21.4061055213,21.4903317014,20.7785321682,22.0593433377,29.0797726125,39.4040235372,21.8147099455,21.9357054683,20.3774491897,20.1241205783,20.0622289972,19.8413739625,20.6225018086,-65165.6398647,-65139.1508233,20.623351836,20.6144171323,19.447917313,20.976091475,26.5502146363,20.3991457946,20.5243221566,20.1755826938,20.5085408804,21.737647656,21.4914850558,22.0092563824,22.145868576,311.891865479,13.74
189,"2015-02-01 08:08:50+00:00","2015-02-01 08:08:39.864742+00:00","2015-02-01 08:08:49.891819+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4092816208,10.3721196274,301.607865479,6.92,301.607865479,0,0,0,0,0,0,-0.637824420936,-8.53322374044,0,0,0,0,0,0,20.0838185399,10.472,3.36,0,0,0,0,0,0,0,0,0,0,19.745894577,20.1011784562,20.1447621398,21.3531228052,21.4557248257,20.6846669552,22.0147283252,28.4134950655,39.8879414714,21.7642386927,21.8615193483,20.3542448997,20.0869940413,20.0323850641,19.7622393542,20.5398082296,-65150.1929485,-65129.1860456,20.5445148711,20.5510578447,19.3762431898,20.9148344007,26.4746320478,20.4115350754,20.513123049,20.2218313488,20.5003448989,21.7969533594,21.4885265544,21.9943507088,22.0726524965,312.079865479,13.74
190,"2015-02-01 08:09:49+00:00","2015-02-01 08:09:39.864744+00:00","2015-02-01 08:09:49.891780+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3590041021,10.4008555902,301.739865479,6.92,301.739865479,0,0,0,0,0,0,-0.656445333691,-8.52044957027,0,0,0,0,0,0,20.0453759246,10.528,3.36,0,0,0,0,0,0,0,0,0,0,19.813510464,20.1860856033,20.2005686688,21.398458562,21.5427727663,20.7470759076,22.0219785087,28.4227037551,40.0446112735,21.8087580883,21.9191214035,20.3977075906,20.1508431618,20.0969755378,19.8398404361,20.5939047554,-65165.0242443,-65142.9617772,20.6154476825,20.6213765993,19.4383544819,20.9766814867,26.4891824134,20.450215509,20.5306538622,20.2409716543,20.5603200656,21.7931734048,21.5280579252,22.0481121747,22.1500776035,312.267865479,13.74
191,"2015-02-01 08:10:50+00:00","2015-02-01 08:10:39.864745+00:00","2015-02-01 08:10:49.891801+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3910564477,10.3711707028,301.871865479,6.92,301.871865479,0,0,0,0,0,0,-0.644767194688,-8.53264014892,0,0,0,0,0,0,19.9966583332,10.584,3.36,0,0,0,0,0,0,0,0,0,0,19.734281345,20.1104735503,20.134784469,21.324681772,21.4367388235,20.6759510601,21.9851806759,29.0249978224,39.4359745362,21.7177329187,21.8443860038,20.3356571415,20.0844337218,20.0103604009,19.7636955133,20.5132939546,-65147.4128689,-65126.50794,20.5356321874,20.5614313315,19.3908770296,20.9281755665,26.3888059154,20.4108408472,20.5098749249,20.2157137672,20.5068685859,21.809391938,21.475956049,21.9675101777,22.0738201321,312.455865479,13.74
192,"2015-02-01 08:11:50+00:00","2015-02-01 08:11:39.864743+00:00","2015-02-01 08:11:49.891854+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3687855393,10.3649407459,302.003865479,6.92,302.003865479,0,0,0,0,0,0,-0.65625867771,-8.53393701896,0,0,0,0,0,0,20.0110633724,10.64,3.36,0,0,0,0,0,0,0,0,0,0,19.7481695477,20.1545945189,20.1694817365,21.3837282234,21.442502061,20.6940885057,22.0236747826,28.4950326044,39.4859448456,21.7591654716,21.8523096466,20.3314169485,20.1097344259,20.0205831056,19.7963273633,20.5402887365,-65158.123395,-65131.4004489,20.5888369707,20.5733886444,19.402086592,20.9297499042,26.3369774892,20.4024828257,20.4742153877,20.2046302824,20.4976755209,21.6991315226,21.4691717369,21.9863106106,22.1024350562,312.643865479,13.74
193,"2015-02-01 08:12:50+00:00","2015-02-01 08:12:39.864743+00:00","2015-02-01 08:12:49.891797+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3712794109,10.3974565869,302.135865479,6.92,302.135865479,0,0,0,0,0,0,-0.648037722609,-8.5205792573,0,0,0,0,0,0,20.0468882609,10.696,3.36,0,0,0,0,0,0,0,0,0,0,19.7389613785,20.1150633308,20.1200507234,21.3359404653,21.4808833915,20.6448974844,21.9690135873,28.1491680245,39.2088780109,21.696379433,21.8323022391,20.3490015281,20.0671458272,20.0327660179,19.7484101706,20.4994147869,-65148.216599,-65130.1452784,20.5339911452,20.5425617568,19.357258033,20.9461099054,26.3007421671,20.4319162816,20.534895959,20.2234536781,20.544035727,21.8040767956,21.5091890348,21.9831496423,22.0377492669,312.831865479,13.74
194,"2015-02-01 08:13:50+00:00","2015-02-01 08:13:39.864745+00:00","2015-02-01 08:13:49.891853+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3991251067,10.4117156745,302.267865479,6.92,302.267865479,0,0,0,0,0,0,-0.645927703697,-8.50962070522,0,0,0,0,0,0,20.0499493939,10.752,3.36,0,0,0,0,0,0,0,0,0,0,19.7792164372,20.1541234482,20.1759572896,21.3733739627,21.4693978619,20.7299022031,22.0111186606,29.0126894038,39.5805183401,21.7345074078,21.8354169714,20.3238521884,20.1051991375,20.0519577118,19.8136504282,20.538453464,-65159.6600407,-65134.7877835,20.6022869739,20.5970327055,19.4138953556,20.942723685,26.2617208812,20.4522834184,20.5335274297,20.2464792481,20.53017325,21.7317484177,21.4903380291,22.0039652392,22.1253429186,313.019865479,13.74
195,"2015-02-01 08:14:49+00:00","2015-02-01 08:14:39.864745+00:00","2015-02-01 08:14:49.891820+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3475507918,10.3825628466,302.399865479,6.92,302.399865479,0,0,0,0,0,0,-0.639954729607,-8.51902301322,0,0,0,0,0,0,20.0619237905,10.808,3.36,0,0,0,0,0,0,0,0,0,0,19.700681208,20.1140120151,20.1263204584,21.3619142066,21.404891497,20.6678539642,21.971304903,28.7552347227,39.6299603621,21.7389573175,21.7723336389,20.2662739787,20.0573502112,19.9694826385,19.7657214174,20.525296998,-65153.4313022,-65121.2351865,20.557150436,20.538822524,19.3461922767,20.9439280455,26.1863359936,20.3851740311,20.4643613828,20.1937158798,20.492471744,21.6747818363,21.4293218226,21.9306456449,22.0683608161,313.207865479,13.74
196,"2015-02-01 08:15:50+00:00","2015-02-01 08:15:39.864745+00:00","2015-02-01 08:15:49.891810+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4284578004,10.3863029037,302.531865479,6.92,302.531865479,0,0,0,0,0,0,-0.663140583993,-8.5168831776,0,0,0,0,0,0,20.0878880413,10.864,3.36,0,0,0,0,0,0,0,0,0,0,19.7755663014,20.1418769158,20.1681451202,21.3540565493,21.466602419,20.6828720753,21.9833962985,28.6897618622,40.0595023939,21.7127016823,21.8118721168,20.2991021355,20.1074974154,20.0484443227,19.7975882119,20.520592603,-65155.9178568,-65133.4745734,20.5774942257,20.5641708861,19.4057086616,20.9427548547,26.2014991857,20.4286626384,20.4804628035,20.2638907977,20.5270619557,21.6641634523,21.5478453795,21.9933087016,22.0860053436,313.395865479,13.74
197,"2015-02-01 08:16:49+00:00","2015-02-01 08:16:39.864747+00:00","2015-02-01 08:16:49.891796+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3922124296,10.3387015499,302.663865479,6.92,302.663865479,0,0,0,0,0,0,-0.646296957388,-8.51908785671,0,0,0,0,0,0,20.0437456757,10.92,3.36,0,0,0,0,0,0,0,0,0,0,19.7523039099,20.1224656567,20.1430505897,21.3376720873,21.4333921282,20.6480396319,21.9610050821,28.4470701636,39.5341872911,21.6715180045,21.7998651538,20.2944168913,20.0391072428,20.0216042144,19.7467477021,20.495259325,-65149.4111445,-65129.3863194,20.5439378171,20.5606275127,19.3836480719,20.9070402456,26.131533385,20.3928439049,20.4451719886,20.2110474389,20.4735719967,21.740690011,21.5262078255,21.9628467956,22.0579196474,313.583865479,13.74
198,"2015-02-01 08:17:50+00:00","2015-02-01 08:17:39.864748+00:00","2015-02-01 08:17:49.891804+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3557030538,10.3616296886,302.795865479,6.92,302.795865479,0,0,0,0,0,0,-0.64218648028,-8.50547072103,0,0,0,0,0,0,20.0099039457,10.976,3.36,0,0,0,0,0,0,0,0,0,0,19.7405121329,20.117890692,20.1484900134,21.3281693581,21.4370723257,20.6482343565,21.9228156743,28.7632380603,40.0366500903,21.6766060144,21.7776590036,20.253559041,20.0531495231,20.015987034,19.7672869965,20.4719119588,-65149.3787001,-65127.2880196,20.5654174816,20.5248580973,19.3697685489,20.9297370735,26.1027551492,20.3975907915,20.4460453118,20.1931399212,20.4856699758,21.7367577751,21.5069033325,21.9383739952,22.0474821002,313.771865479,13.74
199,"2015-02-01 08:18:50+00:00","2015-02-01 08:18:39.864744+00:00","2015-02-01 08:18:49.891816+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4077553662,10.410933017,302.927865479,6.92,302.927865479,0,0,0,0,0,0,-0.649194174618,-8.50475744248,0,0,0,0,0,0,20.0341849109,11.032,3.36,0,0,0,0,0,0,0,0,0,0,19.8055144628,20.1589605343,20.187836763,21.36769948,21.4965461713,20.6804156981,21.9505102743,28.5582728386,40.4476485591,21.7104333101,21.8263549813,20.317488781,20.0920342648,20.0656306148,19.7730807164,20.4910640746,-65157.8125093,-65141.4885229,20.5829129908,20.6000256882,19.4296429088,20.9328379218,26.0675714316,20.4460833893,20.4933628665,20.2524131146,20.5312469403,21.6793535232,21.5484450174,22.0233790618,22.1083375655,313.959865479,13.74
200,"2015-02-01 08:19:49+00:00","2015-02-01 08:19:39.864741+00:00","2015-02-01 08:19:49.891826+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.332308028,10.3999311997,303.059865479,6.92,303.059865479,0,0,0,0,0,0,-0.648346110025,-8.49969964923,0,0,0,0,0,0,20.0311119869,11.088,3.36,0,0,0,0,0,0,0,0,0,0,19.7210441244,20.1359477676,20.1465713776,21.3226790436,21.4586160327,20.6819981643,21.935675695,28.636771972,40.0303410182,21.690932564,21.7523564949,20.2792582367,20.0718370942,20.0258330024,19.7604135314,20.4757913036,-65153.7875645,-65128.6807217,20.5786013585,20.5372431819,19.3789973253,20.8930530394,26.0073241856,20.3900156062,20.4510930781,20.1694396346,20.5081078284,21.6468921667,21.527063969,21.9775595456,22.0970787629,314.147865479,13.74
201,"2015-02-01 08:20:50+00:00","2015-02-01 08:20:39.864740+00:00","2015-02-01 08:20:49.891787+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3730320773,10.3596947754,303.191865479,6.92,303.191865479,0,0,0,0,0,0,-0.660705947506,-8.51130663631,0,0,0,0,0,0,20.0357588729,11.144,3.36,0,0,0,0,0,0,0,0,0,0,19.729817466,20.1124759803,20.1340001018,21.3401411737,21.4222017002,20.644907781,21.9041549715,28.7027475092,39.6093699949,21.6565247826,21.7506594958,20.2586816783,20.0372849919,19.9974327558,19.7291610504,20.4474421843,-65149.1450592,-65127.2914222,20.5442888423,20.5430920134,19.3686974386,20.9224878203,25.9705537952,20.3948482916,20.4654852064,20.2024812906,20.5252877921,21.6332534048,21.5327796755,21.9523228728,22.0498028814,314.335865479,13.74
202,"2015-02-01 08:21:50+00:00","2015-02-01 08:21:39.864742+00:00","2015-02-01 08:21:49.891847+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3818330985,10.3732915922,303.323865479,6.92,303.323865479,0,0,0,0,0,0,-0.63575498243,-8.50067230178,0,0,0,0,0,0,20.0526039602,11.2,3.36,0,0,0,0,0,0,0,0,0,0,19.7358484681,20.1084995628,20.1335179705,21.3248323033,21.4161631094,20.6286586147,21.9442699802,28.9290736363,39.7413249278,21.6445597203,21.7248564842,20.2493544751,20.0533454327,19.9890110641,19.7688029372,20.4562837496,-65150.3964998,-65125.8780418,20.5335666178,20.5429411369,19.3517784309,20.9305439126,25.9066149549,20.4210430461,20.4585970615,20.2234471468,20.516486062,21.7113602049,21.5070144853,21.9265143641,22.0571779749,314.523865479,13.74
203,"2015-02-01 08:22:50+00:00","2015-02-01 08:22:39.864743+00:00","2015-02-01 08:22:49.891832+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3536690948,10.41920987,303.455865479,6.92,303.455865479,0,0,0,0,0,0,-0.647165311864,-8.514873029,0,0,0,0,0,0,20.0207678949,11.256,3.36,0,0,0,0,0,0,0,0,0,0,19.7598576523,20.1115637956,20.1409768408,21.3379137147,21.444609329,20.6241356644,21.9183933714,29.2821617098,40.3150499198,21.6582516998,21.7581275343,20.2415447623,20.0576880847,20.0059694394,19.7557221234,20.4594810923,-65152.0665782,-65131.5892873,20.5384694656,20.5662495257,19.4133612359,20.9518591438,25.8785614351,20.4045664824,20.461401534,20.2370477174,20.5453626482,21.7329281348,21.5469038343,21.9520262985,22.0503048154,314.711865479,13.74
204,"2015-02-01 08:23:50+00:00","2015-02-01 08:23:39.864744+00:00","2015-02-01 08:23:49.891858+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3396744973,10.3927548395,303.587865479,6.92,303.587865479,0,0,0,0,0,0,-0.643282066333,-8.51740192564,0,0,0,0,0,0,20.0788244916,11.312,3.36,0,0,0,0,0,0,0,0,0,0,19.7263098902,20.094798151,20.1185792447,21.3332052925,21.4047099173,20.6210748908,21.8842863829,28.4313862755,38.9763501614,21.6361754638,21.7150124335,20.2040822158,20.0611842272,19.963818773,19.7426463135,20.4182781788,-65148.655609,-65124.6571948,20.5158613143,20.515088998,19.3335400212,20.9186505235,25.8190532072,20.3885714014,20.4109037468,20.2128679337,20.4819035007,21.6940752215,21.5020554082,21.9274033459,22.0470564838,314.899865479,13.74
205,"2015-02-01 08:24:49+00:00","2015-02-01 08:24:39.864745+00:00","2015-02-01 08:24:49.891829+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3931977013,10.3968097416,303.719865479,6.92,303.719865479,0,0,0,0,0,0,-0.66466628937,-8.52511830253,0,0,0,0,0,0,20.0646680307,11.368,3.36,0,0,0,0,0,0,0,0,0,0,19.7859450774,20.1553336659,20.1795785946,21.3861145016,21.4522363423,20.6813660659,21.9366910943,28.4215107241,40.0846141087,21.6983950888,21.7389697578,20.2228116893,20.1155798538,20.0385220762,19.8378469187,20.4910740209,-65164.5921849,-65138.668244,20.5963247487,20.5863510338,19.4252136309,20.957283069,25.8461682592,20.4336903383,20.4519611232,20.2472109634,20.5233110874,21.7631150823,21.5533322906,21.9701492603,22.122316059,315.087865479,13.74
206,"2015-02-01 08:25:49+00:00","2015-02-01 08:25:39.864745+00:00","2015-02-01 08:25:49.891833+00:00",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3766581491,10.3902130719,303.851865479,6.92,303.851865479,0,0,0,0,0,0,-0.646779826906,-8.56519158757,0,0,0,0,0,0,20.0120582066,11.424,3.36,0,0,0,0,0,0,0,0,0,0,19.6938580949,20.0943372464,20.1018168693,21.3180115796,21.3858784516,20.627017063,21.876815688,28.4790921015,40.150794376,21.6204181528,21.654206431,20.1827130685,20.0405423835,19.9752668094,19.7381255929,20.4065623947,-65149.1783231,-65122.9328922,20.5320135224,20.5034429946,19.3426214769,20.9147935143,25.7293461617,20.430548461,20.4595991477,20.2232655782,20.5338507669,21.7658201883,21.5047600969,21.9189879102,22.0300404826,315.275865479,13.74
